Test #195 (Nodes: 10000, Elements: 30000): Tree Creation - 1144000 ns, DFS - 69625 ns, BFS - 141334 ns, List Creation - 868000 ns
Test #196 (Nodes: 10000, Elements: 30000): Tree Creation - 1081250 ns, DFS - 69667 ns, BFS - 141125 ns, List Creation - 982792 ns
Test #197 (Nodes: 10000, Elements: 30000): Tree Creation - 1058334 ns, DFS - 69667 ns, BFS - 141166 ns, List Creation - 886000 ns
Test #198 (Nodes: 10000, Elements: 30000): Tree Creation - 1093709 ns, DFS - 74583 ns, BFS - 141292 ns, List Creation - 868250 ns
Test #199 (Nodes: 10000, Elements: 30000): Tree Creation - 1124584 ns, DFS - 69375 ns, BFS - 141125 ns, List Creation - 897083 ns
Test #200 (Nodes: 10000, Elements: 30000): Tree Creation - 1179709 ns, DFS - 69500 ns, BFS - 141333 ns, List Creation - 870042 ns
Test #201 (Nodes: 10000, Elements: 30000): Tree Creation - 1162458 ns, DFS - 73167 ns, BFS - 141084 ns, List Creation - 878500 ns
Test #202 (Nodes: 10000, Elements: 30000): Tree Creation - 1174750 ns, DFS - 69584 ns, BFS - 141083 ns, List Creation - 895958 ns
Test #203 (Nodes: 10000, Elements: 30000): Tree Creation - 1100959 ns, DFS - 69875 ns, BFS - 141375 ns, List Creation - 901791 ns
Test #204 (Nodes: 10000, Elements: 30000): Tree Creation - 1090292 ns, DFS - 69792 ns, BFS - 141416 ns, List Creation - 872333 ns
Test #205 (Nodes: 10000, Elements: 30000): Tree Creation - 1106375 ns, DFS - 69875 ns, BFS - 145625 ns, List Creation - 1027416 ns
Test #206 (Nodes: 10000, Elements: 30000): Tree Creation - 1104584 ns, DFS - 69458 ns, BFS - 141375 ns, List Creation - 900083 ns
Test #207 (Nodes: 10000, Elements: 30000): Tree Creation - 1102625 ns, DFS - 69417 ns, BFS - 148541 ns, List Creation - 875458 ns
Test #208 (Nodes: 10000, Elements: 30000): Tree Creation - 1112208 ns, DFS - 69583 ns, BFS - 141417 ns, List Creation - 879709 ns
Test #209 (Nodes: 10000, Elements: 30000): Tree Creation - 1055916 ns, DFS - 72709 ns, BFS - 140917 ns, List Creation - 1013833 ns
Test #210 (Nodes: 10000, Elements: 30000): Tree Creation - 1085875 ns, DFS - 69667 ns, BFS - 141083 ns, List Creation - 889000 ns
Test #211 (Nodes: 10000, Elements: 30000): Tree Creation - 1042916 ns, DFS - 69667 ns, BFS - 141250 ns, List Creation - 904542 ns
Test #212 (Nodes: 10000, Elements: 30000): Tree Creation - 1059750 ns, DFS - 69625 ns, BFS - 141333 ns, List Creation - 878000 ns
Test #213 (Nodes: 10000, Elements: 30000): Tree Creation - 1047416 ns, DFS - 69792 ns, BFS - 141209 ns, List Creation - 853875 ns
Test #214 (Nodes: 10000, Elements: 30000): Tree Creation - 1081750 ns, DFS - 69625 ns, BFS - 141083 ns, List Creation - 863083 ns
Test #215 (Nodes: 10000, Elements: 30000): Tree Creation - 1052791 ns, DFS - 69750 ns, BFS - 141125 ns, List Creation - 881000 ns
Test #216 (Nodes: 10000, Elements: 30000): Tree Creation - 1051000 ns, DFS - 69334 ns, BFS - 141209 ns, List Creation - 927541 ns
Test #217 (Nodes: 10000, Elements: 30000): Tree Creation - 1056000 ns, DFS - 69375 ns, BFS - 141083 ns, List Creation - 864083 ns
Test #218 (Nodes: 10000, Elements: 30000): Tree Creation - 1079000 ns, DFS - 72958 ns, BFS - 141292 ns, List Creation - 866875 ns
Test #219 (Nodes: 10000, Elements: 30000): Tree Creation - 1104917 ns, DFS - 69708 ns, BFS - 141333 ns, List Creation - 876583 ns
Test #220 (Nodes: 10000, Elements: 30000): Tree Creation - 1091167 ns, DFS - 69875 ns, BFS - 143666 ns, List Creation - 881166 ns
Test #221 (Nodes: 10000, Elements: 30000): Tree Creation - 1089916 ns, DFS - 69417 ns, BFS - 141209 ns, List Creation - 852625 ns
Test #222 (Nodes: 10000, Elements: 30000): Tree Creation - 1088875 ns, DFS - 69750 ns, BFS - 141166 ns, List Creation - 894291 ns
Test #223 (Nodes: 10000, Elements: 50000): Tree Creation - 1067375 ns, DFS - 77666 ns, BFS - 54667 ns, List Creation - 1802875 ns
Test #224 (Nodes: 10000, Elements: 50000): Tree Creation - 1151250 ns, DFS - 200584 ns, BFS - 28667 ns, List Creation - 1801125 ns
Test #225 (Nodes: 10000, Elements: 50000): Tree Creation - 1051750 ns, DFS - 77000 ns, BFS - 15042 ns, List Creation - 1501166 ns
Test #226 (Nodes: 10000, Elements: 50000): Tree Creation - 1093500 ns, DFS - 72541 ns, BFS - 15000 ns, List Creation - 1490750 ns
Test #227 (Nodes: 10000, Elements: 50000): Tree Creation - 1088917 ns, DFS - 71625 ns, BFS - 15000 ns, List Creation - 1570750 ns
Test #228 (Nodes: 10000, Elements: 50000): Tree Creation - 1025917 ns, DFS - 70625 ns, BFS - 15000 ns, List Creation - 1459500 ns
Test #229 (Nodes: 10000, Elements: 50000): Tree Creation - 1062583 ns, DFS - 70209 ns, BFS - 15042 ns, List Creation - 1596834 ns
Test #230 (Nodes: 10000, Elements: 50000): Tree Creation - 1105292 ns, DFS - 70292 ns, BFS - 14959 ns, List Creation - 1742083 ns
Test #231 (Nodes: 10000, Elements: 50000): Tree Creation - 1072041 ns, DFS - 70375 ns, BFS - 15000 ns, List Creation - 1474708 ns
Test #232 (Nodes: 10000, Elements: 50000): Tree Creation - 1091708 ns, DFS - 70166 ns, BFS - 15042 ns, List Creation - 1535000 ns
Test #233 (Nodes: 10000, Elements: 50000): Tree Creation - 1042667 ns, DFS - 73834 ns, BFS - 14959 ns, List Creation - 1491125 ns
Test #234 (Nodes: 10000, Elements: 50000): Tree Creation - 1074292 ns, DFS - 70292 ns, BFS - 14958 ns, List Creation - 1491625 ns
Test #235 (Nodes: 10000, Elements: 50000): Tree Creation - 1050958 ns, DFS - 69958 ns, BFS - 15000 ns, List Creation - 1475250 ns
Test #236 (Nodes: 10000, Elements: 50000): Tree Creation - 1062583 ns, DFS - 70209 ns, BFS - 15000 ns, List Creation - 1534666 ns
Test #237 (Nodes: 10000, Elements: 50000): Tree Creation - 1093166 ns, DFS - 69958 ns, BFS - 14958 ns, List Creation - 1446958 ns
Test #238 (Nodes: 10000, Elements: 50000): Tree Creation - 1047792 ns, DFS - 70042 ns, BFS - 15000 ns, List Creation - 1475125 ns
Test #239 (Nodes: 10000, Elements: 50000): Tree Creation - 1051084 ns, DFS - 69875 ns, BFS - 14958 ns, List Creation - 1463541 ns
Test #240 (Nodes: 10000, Elements: 50000): Tree Creation - 1079250 ns, DFS - 70042 ns, BFS - 15000 ns, List Creation - 1437666 ns
Test #241 (Nodes: 10000, Elements: 50000): Tree Creation - 1079208 ns, DFS - 70125 ns, BFS - 14916 ns, List Creation - 1460958 ns
Test #242 (Nodes: 10000, Elements: 50000): Tree Creation - 1066375 ns, DFS - 69958 ns, BFS - 15000 ns, List Creation - 1441333 ns
Test #243 (Nodes: 10000, Elements: 50000): Tree Creation - 1180917 ns, DFS - 70041 ns, BFS - 15000 ns, List Creation - 1437292 ns
Test #244 (Nodes: 10000, Elements: 50000): Tree Creation - 1113958 ns, DFS - 70125 ns, BFS - 14959 ns, List Creation - 1464250 ns
Test #245 (Nodes: 10000, Elements: 50000): Tree Creation - 1058500 ns, DFS - 70000 ns, BFS - 15000 ns, List Creation - 1460167 ns
Test #246 (Nodes: 10000, Elements: 50000): Tree Creation - 1071500 ns, DFS - 70000 ns, BFS - 14959 ns, List Creation - 1475084 ns
Test #247 (Nodes: 10000, Elements: 50000): Tree Creation - 1080833 ns, DFS - 110792 ns, BFS - 17958 ns, List Creation - 1450666 ns
Test #248 (Nodes: 10000, Elements: 50000): Tree Creation - 1065708 ns, DFS - 73291 ns, BFS - 15083 ns, List Creation - 1460042 ns
Test #249 (Nodes: 10000, Elements: 50000): Tree Creation - 1133125 ns, DFS - 71417 ns, BFS - 15000 ns, List Creation - 1496375 ns
Test #250 (Nodes: 10000, Elements: 50000): Tree Creation - 1055917 ns, DFS - 70583 ns, BFS - 15042 ns, List Creation - 1436708 ns
Test #251 (Nodes: 10000, Elements: 50000): Tree Creation - 1159333 ns, DFS - 70334 ns, BFS - 15000 ns, List Creation - 1445833 ns
Test #252 (Nodes: 10000, Elements: 50000): Tree Creation - 1055000 ns, DFS - 70625 ns, BFS - 15000 ns, List Creation - 1440167 ns
Test #253 (Nodes: 10000, Elements: 50000): Tree Creation - 1045917 ns, DFS - 70459 ns, BFS - 15042 ns, List Creation - 1453041 ns
Test #254 (Nodes: 10000, Elements: 50000): Tree Creation - 1041958 ns, DFS - 70166 ns, BFS - 14917 ns, List Creation - 1446167 ns
Test #255 (Nodes: 10000, Elements: 50000): Tree Creation - 1043333 ns, DFS - 70167 ns, BFS - 14958 ns, List Creation - 1449792 ns
Test #256 (Nodes: 10000, Elements: 50000): Tree Creation - 1050541 ns, DFS - 70000 ns, BFS - 15000 ns, List Creation - 1464250 ns
Test #257 (Nodes: 10000, Elements: 50000): Tree Creation - 1019042 ns, DFS - 77917 ns, BFS - 14958 ns, List Creation - 1430125 ns
Test #258 (Nodes: 10000, Elements: 50000): Tree Creation - 1182042 ns, DFS - 73541 ns, BFS - 14958 ns, List Creation - 1435625 ns
Test #259 (Nodes: 10000, Elements: 50000): Tree Creation - 1095542 ns, DFS - 70125 ns, BFS - 15000 ns, List Creation - 1517708 ns
Test #260 (Nodes: 10000, Elements: 50000): Tree Creation - 1058875 ns, DFS - 70042 ns, BFS - 15042 ns, List Creation - 1445250 ns
Test #261 (Nodes: 10000, Elements: 50000): Tree Creation - 1108250 ns, DFS - 70125 ns, BFS - 14958 ns, List Creation - 1449250 ns
Test #262 (Nodes: 10000, Elements: 50000): Tree Creation - 1049500 ns, DFS - 70167 ns, BFS - 14959 ns, List Creation - 1443291 ns
Test #263 (Nodes: 10000, Elements: 50000): Tree Creation - 1029000 ns, DFS - 70125 ns, BFS - 15000 ns, List Creation - 1439083 ns
Test #264 (Nodes: 10000, Elements: 50000): Tree Creation - 1047375 ns, DFS - 70041 ns, BFS - 15000 ns, List Creation - 1450083 ns
Test #265 (Nodes: 10000, Elements: 50000): Tree Creation - 1107625 ns, DFS - 70208 ns, BFS - 16375 ns, List Creation - 1455542 ns
Test #266 (Nodes: 10000, Elements: 50000): Tree Creation - 1135875 ns, DFS - 75292 ns, BFS - 14916 ns, List Creation - 1455875 ns
Test #267 (Nodes: 10000, Elements: 50000): Tree Creation - 1110375 ns, DFS - 77958 ns, BFS - 15000 ns, List Creation - 1491209 ns
Test #268 (Nodes: 10000, Elements: 50000): Tree Creation - 1057625 ns, DFS - 70166 ns, BFS - 14958 ns, List Creation - 1429167 ns
Test #269 (Nodes: 10000, Elements: 50000): Tree Creation - 1136167 ns, DFS - 76292 ns, BFS - 15125 ns, List Creation - 1487916 ns
Test #270 (Nodes: 10000, Elements: 50000): Tree Creation - 1052375 ns, DFS - 78542 ns, BFS - 15041 ns, List Creation - 1457666 ns
Test #271 (Nodes: 10000, Elements: 50000): Tree Creation - 1062042 ns, DFS - 73542 ns, BFS - 14959 ns, List Creation - 1456791 ns
Test #272 (Nodes: 10000, Elements: 50000): Tree Creation - 1086167 ns, DFS - 70250 ns, BFS - 14958 ns, List Creation - 1478625 ns
Test #273 (Nodes: 10000, Elements: 50000): Tree Creation - 1075375 ns, DFS - 70250 ns, BFS - 15000 ns, List Creation - 1441416 ns
Test #274 (Nodes: 10000, Elements: 50000): Tree Creation - 1205166 ns, DFS - 73667 ns, BFS - 14916 ns, List Creation - 1444542 ns
Test #275 (Nodes: 10000, Elements: 50000): Tree Creation - 1074250 ns, DFS - 71084 ns, BFS - 14917 ns, List Creation - 1441792 ns
Test #276 (Nodes: 10000, Elements: 50000): Tree Creation - 1076209 ns, DFS - 70167 ns, BFS - 14958 ns, List Creation - 1465250 ns
Test #277 (Nodes: 10000, Elements: 50000): Tree Creation - 1087917 ns, DFS - 70166 ns, BFS - 14958 ns, List Creation - 1444250 ns
Test #278 (Nodes: 10000, Elements: 50000): Tree Creation - 1042459 ns, DFS - 70250 ns, BFS - 14958 ns, List Creation - 1932833 ns
Test #279 (Nodes: 10000, Elements: 50000): Tree Creation - 1044750 ns, DFS - 70291 ns, BFS - 15000 ns, List Creation - 1469250 ns
Test #280 (Nodes: 10000, Elements: 50000): Tree Creation - 1041666 ns, DFS - 70416 ns, BFS - 14958 ns, List Creation - 1465625 ns
Test #281 (Nodes: 10000, Elements: 50000): Tree Creation - 1104708 ns, DFS - 77583 ns, BFS - 14958 ns, List Creation - 1467625 ns
Test #282 (Nodes: 10000, Elements: 50000): Tree Creation - 1174708 ns, DFS - 70292 ns, BFS - 15000 ns, List Creation - 1496000 ns
Test #283 (Nodes: 10000, Elements: 50000): Tree Creation - 1080750 ns, DFS - 79708 ns, BFS - 14917 ns, List Creation - 1442042 ns
Test #284 (Nodes: 10000, Elements: 50000): Tree Creation - 1109250 ns, DFS - 70250 ns, BFS - 14958 ns, List Creation - 1496083 ns
Test #285 (Nodes: 10000, Elements: 50000): Tree Creation - 1036291 ns, DFS - 70458 ns, BFS - 14958 ns, List Creation - 1475542 ns
Test #286 (Nodes: 10000, Elements: 50000): Tree Creation - 1068917 ns, DFS - 70000 ns, BFS - 14916 ns, List Creation - 1449584 ns
Test #287 (Nodes: 10000, Elements: 50000): Tree Creation - 1068667 ns, DFS - 70042 ns, BFS - 15000 ns, List Creation - 1471042 ns
Test #288 (Nodes: 10000, Elements: 50000): Tree Creation - 1046625 ns, DFS - 70083 ns, BFS - 15000 ns, List Creation - 1637625 ns
Test #289 (Nodes: 10000, Elements: 50000): Tree Creation - 1164250 ns, DFS - 70166 ns, BFS - 14917 ns, List Creation - 1455250 ns
Test #290 (Nodes: 10000, Elements: 50000): Tree Creation - 1055542 ns, DFS - 74000 ns, BFS - 15000 ns, List Creation - 1431583 ns
Test #291 (Nodes: 10000, Elements: 50000): Tree Creation - 1087959 ns, DFS - 70208 ns, BFS - 15000 ns, List Creation - 1475666 ns
Test #292 (Nodes: 10000, Elements: 50000): Tree Creation - 1033542 ns, DFS - 74083 ns, BFS - 19375 ns, List Creation - 1839208 ns
Test #293 (Nodes: 10000, Elements: 50000): Tree Creation - 1058750 ns, DFS - 70250 ns, BFS - 15042 ns, List Creation - 1440500 ns
Test #294 (Nodes: 10000, Elements: 50000): Tree Creation - 1044834 ns, DFS - 70167 ns, BFS - 14958 ns, List Creation - 1446791 ns
Test #295 (Nodes: 10000, Elements: 50000): Tree Creation - 1101292 ns, DFS - 70333 ns, BFS - 15000 ns, List Creation - 1641459 ns
Test #296 (Nodes: 10000, Elements: 50000): Tree Creation - 1074000 ns, DFS - 70125 ns, BFS - 14958 ns, List Creation - 1520958 ns
Test #297 (Nodes: 10000, Elements: 50000): Tree Creation - 1154375 ns, DFS - 70208 ns, BFS - 14958 ns, List Creation - 1500709 ns
Test #298 (Nodes: 10000, Elements: 50000): Tree Creation - 1040875 ns, DFS - 70250 ns, BFS - 15000 ns, List Creation - 1497292 ns
Test #299 (Nodes: 10000, Elements: 50000): Tree Creation - 1069458 ns, DFS - 70625 ns, BFS - 15000 ns, List Creation - 1519125 ns
Test #300 (Nodes: 10000, Elements: 50000): Tree Creation - 1061916 ns, DFS - 70541 ns, BFS - 14958 ns, List Creation - 1525250 ns
Test #301 (Nodes: 10000, Elements: 50000): Tree Creation - 1061958 ns, DFS - 70208 ns, BFS - 15000 ns, List Creation - 1546250 ns
Test #302 (Nodes: 10000, Elements: 50000): Tree Creation - 1033958 ns, DFS - 81375 ns, BFS - 15042 ns, List Creation - 1515000 ns
Test #303 (Nodes: 10000, Elements: 50000): Tree Creation - 1060042 ns, DFS - 70458 ns, BFS - 15083 ns, List Creation - 1559958 ns
Test #304 (Nodes: 10000, Elements: 50000): Tree Creation - 1092917 ns, DFS - 70500 ns, BFS - 14959 ns, List Creation - 1531875 ns
Test #305 (Nodes: 10000, Elements: 50000): Tree Creation - 1123416 ns, DFS - 70084 ns, BFS - 14917 ns, List Creation - 1516000 ns
Test #306 (Nodes: 10000, Elements: 50000): Tree Creation - 1072875 ns, DFS - 70083 ns, BFS - 14916 ns, List Creation - 1568875 ns
Test #307 (Nodes: 10000, Elements: 50000): Tree Creation - 1060666 ns, DFS - 70292 ns, BFS - 14959 ns, List Creation - 1504625 ns
Test #308 (Nodes: 10000, Elements: 50000): Tree Creation - 1039000 ns, DFS - 70208 ns, BFS - 15083 ns, List Creation - 1505292 ns
Test #309 (Nodes: 10000, Elements: 50000): Tree Creation - 1049916 ns, DFS - 70292 ns, BFS - 15042 ns, List Creation - 1521541 ns
Test #310 (Nodes: 10000, Elements: 50000): Tree Creation - 1048750 ns, DFS - 70500 ns, BFS - 16542 ns, List Creation - 1538708 ns
Test #311 (Nodes: 10000, Elements: 50000): Tree Creation - 1095916 ns, DFS - 74500 ns, BFS - 14917 ns, List Creation - 1518375 ns
Test #312 (Nodes: 10000, Elements: 50000): Tree Creation - 1028500 ns, DFS - 79042 ns, BFS - 17458 ns, List Creation - 1535500 ns
Test #313 (Nodes: 10000, Elements: 50000): Tree Creation - 1065125 ns, DFS - 91916 ns, BFS - 20041 ns, List Creation - 1507083 ns
Test #314 (Nodes: 10000, Elements: 50000): Tree Creation - 1127459 ns, DFS - 77292 ns, BFS - 15000 ns, List Creation - 1530041 ns
Test #315 (Nodes: 10000, Elements: 50000): Tree Creation - 1098334 ns, DFS - 70042 ns, BFS - 15000 ns, List Creation - 1495834 ns
Test #316 (Nodes: 10000, Elements: 50000): Tree Creation - 1055334 ns, DFS - 82708 ns, BFS - 15042 ns, List Creation - 1513000 ns
Test #317 (Nodes: 10000, Elements: 50000): Tree Creation - 1268250 ns, DFS - 78792 ns, BFS - 15125 ns, List Creation - 1518750 ns
Test #318 (Nodes: 10000, Elements: 50000): Tree Creation - 1036625 ns, DFS - 74042 ns, BFS - 14958 ns, List Creation - 1537500 ns
Test #319 (Nodes: 10000, Elements: 50000): Tree Creation - 1057958 ns, DFS - 70166 ns, BFS - 15000 ns, List Creation - 1529083 ns
Test #320 (Nodes: 10000, Elements: 50000): Tree Creation - 1161375 ns, DFS - 70083 ns, BFS - 15000 ns, List Creation - 1513666 ns
Test #321 (Nodes: 10000, Elements: 50000): Tree Creation - 1061584 ns, DFS - 70125 ns, BFS - 15000 ns, List Creation - 1522834 ns
Test #322 (Nodes: 10000, Elements: 50000): Tree Creation - 1077917 ns, DFS - 70791 ns, BFS - 14958 ns, List Creation - 1549292 ns
Test #323 (Nodes: 10000, Elements: 50000): Tree Creation - 1129333 ns, DFS - 70167 ns, BFS - 14917 ns, List Creation - 1515208 ns
Test #324 (Nodes: 10000, Elements: 50000): Tree Creation - 1028917 ns, DFS - 70250 ns, BFS - 19000 ns, List Creation - 1520292 ns
Test #325 (Nodes: 10000, Elements: 50000): Tree Creation - 1085875 ns, DFS - 70292 ns, BFS - 15083 ns, List Creation - 1536792 ns
Test #326 (Nodes: 10000, Elements: 50000): Tree Creation - 1070250 ns, DFS - 86458 ns, BFS - 149917 ns, List Creation - 1508166 ns
Test #327 (Nodes: 10000, Elements: 50000): Tree Creation - 1096042 ns, DFS - 83000 ns, BFS - 15166 ns, List Creation - 1511125 ns
Test #328 (Nodes: 10000, Elements: 50000): Tree Creation - 1211334 ns, DFS - 72833 ns, BFS - 15042 ns, List Creation - 1416500 ns
Test #329 (Nodes: 10000, Elements: 50000): Tree Creation - 1069667 ns, DFS - 71875 ns, BFS - 15000 ns, List Creation - 1455833 ns
Test #330 (Nodes: 10000, Elements: 50000): Tree Creation - 1071916 ns, DFS - 71166 ns, BFS - 14958 ns, List Creation - 1413417 ns
Test #331 (Nodes: 10000, Elements: 50000): Tree Creation - 1072083 ns, DFS - 70708 ns, BFS - 18292 ns, List Creation - 1475625 ns
Test #332 (Nodes: 10000, Elements: 50000): Tree Creation - 1041875 ns, DFS - 70458 ns, BFS - 15000 ns, List Creation - 1498834 ns
Test #333 (Nodes: 10000, Elements: 50000): Tree Creation - 1053958 ns, DFS - 77541 ns, BFS - 14958 ns, List Creation - 1485167 ns
Test #334 (Nodes: 30000, Elements: 10000): Tree Creation - 6967875 ns, DFS - 217667 ns, BFS - 168250 ns, List Creation - 423959 ns
Test #335 (Nodes: 30000, Elements: 10000): Tree Creation - 6939833 ns, DFS - 214542 ns, BFS - 158375 ns, List Creation - 798458 ns
Test #336 (Nodes: 30000, Elements: 10000): Tree Creation - 6890791 ns, DFS - 213792 ns, BFS - 171125 ns, List Creation - 308833 ns
Test #337 (Nodes: 30000, Elements: 10000): Tree Creation - 6735791 ns, DFS - 213833 ns, BFS - 158417 ns, List Creation - 325333 ns
Test #338 (Nodes: 30000, Elements: 10000): Tree Creation - 6655500 ns, DFS - 213250 ns, BFS - 158417 ns, List Creation - 287084 ns
Test #339 (Nodes: 30000, Elements: 10000): Tree Creation - 6723667 ns, DFS - 214459 ns, BFS - 161625 ns, List Creation - 284583 ns
Test #340 (Nodes: 30000, Elements: 10000): Tree Creation - 6719416 ns, DFS - 213125 ns, BFS - 158250 ns, List Creation - 286916 ns
Test #341 (Nodes: 30000, Elements: 10000): Tree Creation - 6621042 ns, DFS - 215084 ns, BFS - 161709 ns, List Creation - 290292 ns
Test #342 (Nodes: 30000, Elements: 10000): Tree Creation - 6621000 ns, DFS - 222459 ns, BFS - 165709 ns, List Creation - 282500 ns
Test #343 (Nodes: 30000, Elements: 10000): Tree Creation - 7115667 ns, DFS - 213875 ns, BFS - 158333 ns, List Creation - 292334 ns
Test #344 (Nodes: 30000, Elements: 10000): Tree Creation - 6888833 ns, DFS - 214750 ns, BFS - 158583 ns, List Creation - 288750 ns
Test #345 (Nodes: 30000, Elements: 10000): Tree Creation - 6964125 ns, DFS - 223083 ns, BFS - 158375 ns, List Creation - 290333 ns
Test #346 (Nodes: 30000, Elements: 10000): Tree Creation - 7052125 ns, DFS - 219792 ns, BFS - 161333 ns, List Creation - 285375 ns
Test #347 (Nodes: 30000, Elements: 10000): Tree Creation - 6935791 ns, DFS - 213041 ns, BFS - 158208 ns, List Creation - 299917 ns
Test #348 (Nodes: 30000, Elements: 10000): Tree Creation - 6807292 ns, DFS - 212875 ns, BFS - 158250 ns, List Creation - 297750 ns
Test #349 (Nodes: 30000, Elements: 10000): Tree Creation - 6748834 ns, DFS - 212500 ns, BFS - 158292 ns, List Creation - 289625 ns
Test #350 (Nodes: 30000, Elements: 10000): Tree Creation - 6814625 ns, DFS - 217750 ns, BFS - 158375 ns, List Creation - 283791 ns
Test #351 (Nodes: 30000, Elements: 10000): Tree Creation - 7258291 ns, DFS - 213291 ns, BFS - 158292 ns, List Creation - 285916 ns
Test #352 (Nodes: 30000, Elements: 10000): Tree Creation - 6965417 ns, DFS - 213084 ns, BFS - 158250 ns, List Creation - 290916 ns
Test #353 (Nodes: 30000, Elements: 10000): Tree Creation - 6689917 ns, DFS - 212792 ns, BFS - 158250 ns, List Creation - 293000 ns
Test #354 (Nodes: 30000, Elements: 10000): Tree Creation - 6564458 ns, DFS - 213125 ns, BFS - 158333 ns, List Creation - 283875 ns
Test #355 (Nodes: 30000, Elements: 10000): Tree Creation - 6734208 ns, DFS - 227625 ns, BFS - 161584 ns, List Creation - 288834 ns
Test #356 (Nodes: 30000, Elements: 10000): Tree Creation - 6378125 ns, DFS - 213292 ns, BFS - 158292 ns, List Creation - 289625 ns
Test #357 (Nodes: 30000, Elements: 10000): Tree Creation - 6511875 ns, DFS - 212083 ns, BFS - 158250 ns, List Creation - 291833 ns
Test #358 (Nodes: 30000, Elements: 10000): Tree Creation - 6456333 ns, DFS - 212333 ns, BFS - 158292 ns, List Creation - 291166 ns
Test #359 (Nodes: 30000, Elements: 10000): Tree Creation - 6483792 ns, DFS - 212750 ns, BFS - 158458 ns, List Creation - 294916 ns
Test #360 (Nodes: 30000, Elements: 10000): Tree Creation - 6456083 ns, DFS - 214458 ns, BFS - 161625 ns, List Creation - 297417 ns
Test #361 (Nodes: 30000, Elements: 10000): Tree Creation - 6463625 ns, DFS - 214833 ns, BFS - 158291 ns, List Creation - 283250 ns
Test #362 (Nodes: 30000, Elements: 10000): Tree Creation - 6406125 ns, DFS - 213833 ns, BFS - 161250 ns, List Creation - 285167 ns
Test #363 (Nodes: 30000, Elements: 10000): Tree Creation - 6672917 ns, DFS - 214541 ns, BFS - 161625 ns, List Creation - 288750 ns
Test #364 (Nodes: 30000, Elements: 10000): Tree Creation - 6566166 ns, DFS - 212625 ns, BFS - 158334 ns, List Creation - 290875 ns
Test #365 (Nodes: 30000, Elements: 10000): Tree Creation - 6498792 ns, DFS - 215000 ns, BFS - 158458 ns, List Creation - 289333 ns
Test #366 (Nodes: 30000, Elements: 10000): Tree Creation - 6504667 ns, DFS - 215333 ns, BFS - 158292 ns, List Creation - 293500 ns
Test #367 (Nodes: 30000, Elements: 10000): Tree Creation - 6697500 ns, DFS - 215709 ns, BFS - 158250 ns, List Creation - 288000 ns
Test #368 (Nodes: 30000, Elements: 10000): Tree Creation - 6373875 ns, DFS - 212875 ns, BFS - 158291 ns, List Creation - 283125 ns
Test #369 (Nodes: 30000, Elements: 10000): Tree Creation - 6621583 ns, DFS - 213833 ns, BFS - 158375 ns, List Creation - 285542 ns
Test #370 (Nodes: 30000, Elements: 10000): Tree Creation - 6479083 ns, DFS - 214708 ns, BFS - 158333 ns, List Creation - 290458 ns
Test #371 (Nodes: 30000, Elements: 10000): Tree Creation - 6442958 ns, DFS - 220708 ns, BFS - 158291 ns, List Creation - 296000 ns
Test #372 (Nodes: 30000, Elements: 10000): Tree Creation - 6580917 ns, DFS - 214250 ns, BFS - 158250 ns, List Creation - 289042 ns
Test #373 (Nodes: 30000, Elements: 10000): Tree Creation - 6553542 ns, DFS - 218542 ns, BFS - 158250 ns, List Creation - 287167 ns
Test #374 (Nodes: 30000, Elements: 10000): Tree Creation - 6647500 ns, DFS - 214250 ns, BFS - 158458 ns, List Creation - 282917 ns
Test #375 (Nodes: 30000, Elements: 10000): Tree Creation - 6301834 ns, DFS - 214833 ns, BFS - 158375 ns, List Creation - 285750 ns
Test #376 (Nodes: 30000, Elements: 10000): Tree Creation - 6526292 ns, DFS - 212833 ns, BFS - 161625 ns, List Creation - 287709 ns
Test #377 (Nodes: 30000, Elements: 10000): Tree Creation - 6386416 ns, DFS - 228917 ns, BFS - 158208 ns, List Creation - 292333 ns
Test #378 (Nodes: 30000, Elements: 10000): Tree Creation - 6450708 ns, DFS - 214541 ns, BFS - 161292 ns, List Creation - 294417 ns
Test #379 (Nodes: 30000, Elements: 10000): Tree Creation - 6368625 ns, DFS - 213292 ns, BFS - 158334 ns, List Creation - 292666 ns
Test #380 (Nodes: 30000, Elements: 10000): Tree Creation - 6594041 ns, DFS - 213459 ns, BFS - 158542 ns, List Creation - 288167 ns
Test #381 (Nodes: 30000, Elements: 10000): Tree Creation - 6447916 ns, DFS - 219541 ns, BFS - 161750 ns, List Creation - 289250 ns
Test #382 (Nodes: 30000, Elements: 10000): Tree Creation - 6556000 ns, DFS - 214291 ns, BFS - 158167 ns, List Creation - 286000 ns
Test #383 (Nodes: 30000, Elements: 10000): Tree Creation - 6725792 ns, DFS - 214875 ns, BFS - 158167 ns, List Creation - 289125 ns
Test #384 (Nodes: 30000, Elements: 10000): Tree Creation - 6449166 ns, DFS - 215334 ns, BFS - 158292 ns, List Creation - 295959 ns
Test #385 (Nodes: 30000, Elements: 10000): Tree Creation - 6498666 ns, DFS - 212708 ns, BFS - 158166 ns, List Creation - 280500 ns
Test #386 (Nodes: 30000, Elements: 10000): Tree Creation - 6504750 ns, DFS - 215542 ns, BFS - 158167 ns, List Creation - 283833 ns
